label,text
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Pneumonia,I'm having trouble breathing and I'm really uncomfortable. I'm sweating a lot and my throat is full of mucus. My chest hurts and my heart is racing. I'm coughing up dark mucus.
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Dengue,I have been experiencing severe joint pain and headaches for the past few days. I also have a mild fever and chills. 
Dengue,"chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Psoriasis,I have a rash on my arms and neck that bleeds and hurts when I scratch it. I also have small dents in my nails.
Bronchial Asthma,"I've been coughing a lot, and it's hard to breathe. I'm also really tired and exhausted. I've been coughing up a lot of thick, mucusy stuff. I have a fever, too."
Bronchial Asthma,I've been having trouble breathing and I've been coughing up a lot of mucus. I've also been feeling really tired.
Arthritis,"I've been having a lot of pain in my joints, especially my knees and hips. It's hard for me to move around and I'm always feeling stiff. I've also been having a lot of trouble sleeping because of the pain."
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Psoriasis,"I have a silvery dusting on my skin, especially on my lower back and scalp. It is made up of small scales that flake off easily when I scratch them."
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Bronchial Asthma,"I have a cough that won't go away, and I'm having trouble breathing. I'm also really weak and tired, and my fever is really high. I'm coughing up a lot of mucus, and I'm really angry and frustrated."
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Psoriasis,"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails"
Arthritis,"I've been having a lot of pain in my joints, especially my knees and hips. I've also been feeling really stiff and it's hard to move around."
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Psoriasis,"I have dry, flaky patches of skin that are prone to infection. My joints are in a lot of pain. The skin on my knees and elbows is starting to flake."
Pneumonia,I'm feeling really hot. I can't breathe well. I'm sweating a lot. I'm shaking. I'm really tired. My heart is beating fast. I have some brown stuff coming up when I cough.
Malaria,"chills,vomiting,high_fever,sweating,nausea,diarrhoea,muscle_pain"
Jaundice,"vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Migraine,"I have a stiff neck and eye issues, and I've been hungry all the time."
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Jaundice,"I've been losing weight and feeling sick to my stomach. My skin is yellow, and I have a fever. My urine is dark, and my stomach hurts."
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Common Cold,"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Impetigo,I have a fever and a headache. I have sores near my nose and rashes on my neck. I'm really struggling right now.
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Arthritis,I've been experiencing stiffness and weakness in my neck muscles recently. My joints have grown stiff and it's hard for me to run without getting stiff. Walking is also very uncomfortable.
Acne,"skin_rash,blackheads,scurring"
Psoriasis,I have been having rashes on my skin. The rash is itchy and bleeds when I scratch it. I have also noticed small dents in my nails.
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability"
Pneumonia,"fatigue,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine"
Migraine,I have been having a headache for the past few days and it is getting worse. I also have a sore neck and my vision is blurry.
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Bronchial Asthma,I have a fever and I can't breathe through my nose or mouth. I'm tired and I've been coughing up mucus. Can you recommend some medications?
Arthritis,"muscle_weakness,swelling_joints,movement_stiffness,painful_walking"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Pneumonia,"chills,fatigue,cough,high_fever,breathlessness,sweating,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Bronchial Asthma,"fatigue,cough,breathlessness,family_history,mucoid_sputum"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,muscle_pain"
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Dengue,I have red spots on my body that are itchy and inflamed. I also have a high fever and chills.
Arthritis,"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking"
Common Cold,I've been feeling really run down and weak. My throat is really sore and I've been coughing a lot. I've also been feeling really cold and have a fever.
Dengue,I have been experiencing back pain for a few days now. It is worse when I sit or stand for a long time. I also have rashes all over my body and a pain behind my eyes.
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose"
Arthritis,I have been having trouble with my muscles and joints. My neck is really tight and my muscles feel weak. I have swollen joints and it is hard to move around without becoming stiff. It is also really uncomfortable to walk.
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Jaundice,"itching,vomiting,fatigue,weight_loss,yellowish_skin,dark_urine,abdominal_pain"
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose"
Common Cold,"continuous_sneezing,fatigue,cough,high_fever,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Migraine,"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances"
Common Cold,"I have a runny nose and a sore throat. I've been coughing a lot, and my chest feels tight. I feel tired and achy, and I have no sense of smell."
Impetigo,"skin_rash,high_fever,blister,red_sore_around_nose"
Bronchial Asthma,"I've been having a terrible cough, I can't breathe well, and I'm so tired. I've been coughing up a lot of thick, mucusy stuff, and I have a fever. I feel really bad."
Impetigo,I have a fever and feel weak. I have sores on my face that are itchy and uncomfortable. The sores sometimes ooze a yellow fluid.
Migraine,"I've been having a lot of headaches lately, and they're getting worse. I also have a sore neck, and I'm feeling anxious and irritated. I've also been having trouble seeing things clearly."
Malaria,"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain"
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Psoriasis,"I have a rash on my skin that is itchy and uncomfortable. I have also noticed small dents in my nails, which is concerning."
Psoriasis,"I have a rash on my skin that is red, itchy, and scaly. It is worse in the winter months when the air is dry. I have to moisturize more frequently and use humidifiers to keep my skin hydrated."
Psoriasis,"I have a silvery film on my skin, particularly on my back, arms and scalp. It's made up of tiny scales that easily peel off when I scratch it."
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Dengue,"skin_rash,chills,joint_pain,vomiting,fatigue,high_fever,headache,nausea,loss_of_appetite,pain_behind_the_eyes,back_pain,malaise,muscle_pain,red_spots_over_body"
Jaundice,"I've been having a lot of itching, nausea, and fatigue. I've also been running a fever and losing weight. My pee is black, and I've developed a yellow rash. My stomach hurts, too."
Psoriasis,"I've been having joint pain in my fingers, wrists, and knees for a few weeks now. The pain is usually aching and throbbing, and it gets worse when I move my joints. I've also noticed some red, scaly patches on my skin."
Impetigo,I have a rash on my face and nose. I don't know what it is. The sores on my cheek are big and they hurt to touch. I also have a burning feeling and redness on my skin.
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,abdominal_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Typhoid,"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,toxic_look_(typhos),belly_pain"
Jaundice,I have been feeling very sick. I have been vomiting and have a high fever. My skin has turned yellow and my urine is dark. I have also been experiencing abdominal pain.
Acne,"skin_rash,pus_filled_pimples,blackheads,scurring"
Dengue,I have a high fever and a headache. My body hurts and I feel cold. I'm worried about my health.
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum"
Pneumonia,"I've been coughing a lot and feeling really cold and tired. I have a fever, and it's hard for me to breathe. I've been sweating a lot and feeling weak and sick. I've had some thick, black phlegm."
Psoriasis,I have a silver-like powder on my back and elbows. My nails are slightly dented. My joints are experiencing excruciating discomfort. 
Pneumonia,"chills,cough,high_fever,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum"
Common Cold,"I've been feeling really run down and feeble. My throat hurts, and I've got a nasty cough. I've also got a lot of chills and a high temperature."
Bronchial Asthma,"fatigue,cough,high_fever,breathlessness,mucoid_sputum"
Common Cold,"continuous_sneezing,chills,fatigue,cough,high_fever,headache,swelled_lymph_nodes,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain"
Jaundice,"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain"
Bronchial Asthma,"fatigue,cough,breathlessness,family_history,mucoid_sputum"
Bronchial Asthma,"fatigue,high_fever,breathlessness,family_history,mucoid_sputum"
Malaria,I've been feeling feverish and chilly for a few days. I've also been sweating a lot and have a headache. My muscles are aching and I'm feeling nauseous.
